=== Run information ===

Scheme:       weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8 -num-decimal-places 4
Relation:     ring-separable-weka
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    evaluate on training data

=== Classifier model (full training set) ===


Linear Regression Model

output =

      0.0169 * input1 +
      0.4798

Time taken to build model: 0.05 seconds

=== Predictions on training set ===

inst#,actual,predicted,error
2421,1,0.486,-0.514
2422,0,0.493,0.493
2423,0,0.464,0.464
2424,0,0.493,0.493
2425,0,0.488,0.488
2426,0,0.495,0.495
2427,0,0.477,0.477
2428,0,0.468,0.468
2429,0,0.494,0.494
2430,1,0.48,-0.52
2431,0,0.479,0.479
2432,0,0.467,0.467
2433,1,0.477,-0.523
2434,0,0.494,0.494
2435,0,0.464,0.464
2436,1,0.49,-0.51
2437,0,0.464,0.464
2438,0,0.495,0.495
2439,1,0.474,-0.526
2440,0,0.493,0.493
2441,1,0.477,-0.523
2442,1,0.468,-0.532
2443,0,0.468,0.468
2444,1,0.467,-0.533
2445,1,0.468,-0.532
2446,0,0.463,0.463
2447,0,0.468,0.468
2448,1,0.488,-0.512
2449,1,0.473,-0.527
2450,1,0.476,-0.524
2451,0,0.478,0.478
2452,1,0.486,-0.514
2453,1,0.485,-0.515
2454,1,0.491,-0.509
2455,1,0.482,-0.518
2456,0,0.478,0.478
2457,0,0.494,0.494
2458,1,0.487,-0.513
2459,0,0.473,0.473
2460,0,0.493,0.493
2461,0,0.478,0.478
2462,1,0.489,-0.511
2463,1,0.482,-0.518
2464,0,0.469,0.469
2465,0,0.466,0.466
2466,0,0.465,0.465
2467,0,0.466,0.466
2468,1,0.474,-0.526
2469,0,0.495,0.495
2470,0,0.465,0.465
2471,1,0.48,-0.52
2472,0,0.491,0.491
2473,0,0.494,0.494
2474,1,0.488,-0.512
2475,0,0.493,0.493
2476,1,0.474,-0.526
2477,0,0.47,0.47
2478,0,0.468,0.468
2479,0,0.476,0.476
2480,1,0.491,-0.509
2481,0,0.467,0.467
2482,0,0.478,0.478
2483,0,0.464,0.464
2484,0,0.473,0.473
2485,0,0.49,0.49
2486,0,0.48,0.48
2487,1,0.488,-0.512
2488,0,0.467,0.467
2489,1,0.487,-0.513
2490,0,0.491,0.491
2491,0,0.489,0.489
2492,1,0.474,-0.526
2493,1,0.476,-0.524
2494,1,0.471,-0.529
2495,0,0.467,0.467
2496,1,0.476,-0.524
2497,0,0.469,0.469
2498,1,0.473,-0.527
2499,1,0.48,-0.52
2500,0,0.492,0.492
2501,1,0.481,-0.519
2502,1,0.491,-0.509
2503,0,0.495,0.495
2504,0,0.477,0.477
2505,0,0.481,0.481
2506,1,0.488,-0.512
2507,1,0.469,-0.531
2508,1,0.487,-0.513
2509,0,0.479,0.479
2510,0,0.496,0.496
2511,1,0.47,-0.53
2512,1,0.483,-0.517
2513,0,0.48,0.48
2514,1,0.481,-0.519
2515,0,0.465,0.465
2516,1,0.477,-0.523
2517,0,0.469,0.469
2518,1,0.489,-0.511
2519,0,0.496,0.496
2520,1,0.47,-0.53
2521,1,0.474,-0.526
2522,0,0.463,0.463
2523,1,0.476,-0.524
2524,1,0.483,-0.517
2525,1,0.482,-0.518
2526,1,0.483,-0.517
2527,1,0.471,-0.529
2528,0,0.464,0.464
2529,0,0.467,0.467
2530,0,0.464,0.464
2531,0,0.467,0.467
2532,0,0.473,0.473
2533,1,0.476,-0.524
2534,1,0.489,-0.511
2535,0,0.466,0.466
2536,1,0.473,-0.527
2537,1,0.477,-0.523
2538,1,0.471,-0.529
2539,0,0.488,0.488
2540,0,0.496,0.496
2541,0,0.494,0.494
2542,0,0.491,0.491
2543,1,0.47,-0.53
2544,0,0.467,0.467
2545,1,0.48,-0.52
2546,1,0.47,-0.53
2547,0,0.465,0.465
2548,0,0.496,0.496
2549,0,0.493,0.493
2550,0,0.491,0.491
2551,0,0.479,0.479
2552,0,0.481,0.481
2553,1,0.489,-0.511
2554,0,0.463,0.463
2555,0,0.489,0.489
2556,0,0.491,0.491
2557,1,0.472,-0.528
2558,1,0.486,-0.514
2559,1,0.491,-0.509
2560,0,0.478,0.478
2561,1,0.478,-0.522
2562,1,0.486,-0.514
2563,1,0.481,-0.519
2564,0,0.483,0.483
2565,1,0.493,-0.507
2566,1,0.485,-0.515
2567,0,0.472,0.472
2568,1,0.474,-0.526
2569,0,0.466,0.466
2570,1,0.492,-0.508
2571,1,0.483,-0.517
2572,1,0.484,-0.516
2573,0,0.492,0.492
2574,1,0.482,-0.518
2575,0,0.488,0.488
2576,1,0.474,-0.526
2577,0,0.465,0.465
2578,0,0.472,0.472
2579,1,0.479,-0.521
2580,1,0.475,-0.525
2581,1,0.489,-0.511
2582,0,0.475,0.475
2583,0,0.473,0.473
2584,0,0.488,0.488
2585,0,0.495,0.495
2586,0,0.496,0.496
2587,0,0.486,0.486
2588,0,0.464,0.464
2589,1,0.493,-0.507
2590,0,0.485,0.485
2591,0,0.49,0.49
2592,0,0.467,0.467
2593,1,0.469,-0.531
2594,1,0.484,-0.516
2595,0,0.465,0.465
2596,1,0.486,-0.514
2597,0,0.481,0.481
2598,0,0.492,0.492
2599,1,0.48,-0.52
2600,0,0.476,0.476
2601,1,0.474,-0.526
2602,0,0.468,0.468
2603,0,0.49,0.49
2604,1,0.487,-0.513
2605,0,0.493,0.493
2606,0,0.468,0.468
2607,0,0.493,0.493
2608,0,0.482,0.482
2609,1,0.484,-0.516
2610,0,0.466,0.466
2611,0,0.464,0.464
2612,0,0.495,0.495
2613,0,0.481,0.481
2614,1,0.474,-0.526
2615,1,0.483,-0.517
2616,0,0.468,0.468
2617,0,0.469,0.469
2618,1,0.48,-0.52
2619,0,0.486,0.486
2620,0,0.474,0.474
2621,1,0.467,-0.533
2622,1,0.484,-0.516
2623,1,0.473,-0.527
2624,0,0.466,0.466
2625,0,0.493,0.493
2626,1,0.484,-0.516
2627,0,0.464,0.464
2628,0,0.474,0.474
2629,1,0.481,-0.519
2630,0,0.468,0.468
2631,1,0.484,-0.516
2632,1,0.491,-0.509
2633,1,0.474,-0.526
2634,1,0.483,-0.517
2635,0,0.464,0.464
2636,1,0.48,-0.52
2637,1,0.467,-0.533
2638,0,0.466,0.466
2639,1,0.489,-0.511
2640,1,0.478,-0.522
2641,0,0.494,0.494
2642,1,0.489,-0.511
2643,1,0.49,-0.51
2644,0,0.469,0.469
2645,0,0.469,0.469
2646,1,0.47,-0.53
2647,0,0.465,0.465
2648,1,0.478,-0.522
2649,0,0.496,0.496
2650,1,0.488,-0.512
2651,0,0.467,0.467
2652,0,0.487,0.487
2653,1,0.483,-0.517
2654,0,0.465,0.465
2655,0,0.495,0.495
2656,1,0.471,-0.529
2657,1,0.48,-0.52
2658,1,0.476,-0.524
2659,0,0.491,0.491
2660,0,0.49,0.49
2661,1,0.473,-0.527
2662,1,0.471,-0.529
2663,1,0.477,-0.523
2664,0,0.48,0.48
2665,0,0.49,0.49
2666,0,0.463,0.463
2667,0,0.464,0.464
2668,0,0.485,0.485
2669,0,0.479,0.479
2670,0,0.495,0.495
2671,0,0.466,0.466
2672,0,0.479,0.479
2673,1,0.487,-0.513
2674,1,0.492,-0.508
2675,0,0.477,0.477
2676,0,0.494,0.494
2677,0,0.492,0.492
2678,1,0.467,-0.533
2679,0,0.495,0.495
2680,0,0.48,0.48
2681,1,0.479,-0.521
2682,1,0.472,-0.528
2683,1,0.488,-0.512
2684,1,0.467,-0.533
2685,0,0.495,0.495
2686,1,0.49,-0.51
2687,0,0.464,0.464
2688,1,0.468,-0.532
2689,0,0.488,0.488
2690,0,0.496,0.496
2691,0,0.468,0.468
2692,1,0.468,-0.532
2693,0,0.494,0.494
2694,1,0.49,-0.51
2695,1,0.48,-0.52
2696,1,0.476,-0.524
2697,0,0.496,0.496
2698,1,0.472,-0.528
2699,1,0.478,-0.522
2700,1,0.488,-0.512
2701,0,0.494,0.494
2702,1,0.471,-0.529
2703,0,0.495,0.495
2704,1,0.487,-0.513
2705,0,0.481,0.481
2706,1,0.487,-0.513
2707,1,0.48,-0.52
2708,1,0.483,-0.517
2709,1,0.477,-0.523
2710,1,0.477,-0.523
2711,0,0.464,0.464
2712,1,0.473,-0.527
2713,1,0.481,-0.519
2714,0,0.478,0.478
2715,0,0.493,0.493
2716,0,0.49,0.49
2717,1,0.475,-0.525
2718,1,0.477,-0.523
2719,0,0.464,0.464
2720,0,0.464,0.464
2721,0,0.468,0.468
2722,0,0.464,0.464
2723,1,0.476,-0.524
2724,1,0.473,-0.527
2725,1,0.486,-0.514
2726,1,0.473,-0.527
2727,1,0.47,-0.53
2728,0,0.494,0.494
2729,0,0.466,0.466
2730,0,0.492,0.492
2731,0,0.466,0.466
2732,0,0.496,0.496
2733,0,0.464,0.464
2734,0,0.482,0.482
2735,0,0.495,0.495
2736,1,0.472,-0.528
2737,0,0.467,0.467
2738,1,0.49,-0.51
2739,1,0.491,-0.509
2740,1,0.481,-0.519
2741,1,0.479,-0.521
2742,1,0.488,-0.512
2743,1,0.486,-0.514
2744,1,0.47,-0.53
2745,1,0.477,-0.523
2746,0,0.496,0.496
2747,1,0.476,-0.524
2748,1,0.469,-0.531
2749,1,0.486,-0.514
2750,0,0.472,0.472
2751,0,0.489,0.489
2752,1,0.476,-0.524
2753,1,0.484,-0.516
2754,0,0.474,0.474
2755,0,0.477,0.477
2756,1,0.484,-0.516
2757,0,0.494,0.494
2758,0,0.485,0.485
2759,0,0.478,0.478
2760,1,0.491,-0.509
2761,0,0.472,0.472
2762,1,0.478,-0.522
2763,0,0.478,0.478
2764,0,0.496,0.496
2765,1,0.491,-0.509
2766,1,0.489,-0.511
2767,1,0.471,-0.529
2768,1,0.471,-0.529
2769,1,0.484,-0.516
2770,0,0.48,0.48
2771,0,0.493,0.493
2772,1,0.47,-0.53
2773,0,0.493,0.493
2774,1,0.478,-0.522
2775,1,0.478,-0.522
2776,0,0.47,0.47
2777,1,0.486,-0.514
2778,1,0.482,-0.518
2779,0,0.488,0.488
2780,0,0.495,0.495
2781,0,0.489,0.489
2782,1,0.479,-0.521
2783,1,0.488,-0.512
2784,1,0.486,-0.514
2785,0,0.463,0.463
2786,0,0.466,0.466
2787,1,0.483,-0.517
2788,0,0.494,0.494
2789,1,0.48,-0.52
2790,0,0.469,0.469
2791,0,0.47,0.47
2792,0,0.497,0.497
2793,0,0.495,0.495
2794,1,0.468,-0.532
2795,0,0.495,0.495
2796,1,0.48,-0.52
2797,0,0.466,0.466
2798,1,0.489,-0.511
2799,1,0.481,-0.519
2800,1,0.49,-0.51
2801,1,0.469,-0.531
2802,0,0.489,0.489
2803,0,0.481,0.481
2804,0,0.463,0.463
2805,1,0.48,-0.52
2806,0,0.465,0.465
2807,1,0.486,-0.514
2808,1,0.486,-0.514
2809,1,0.483,-0.517
2810,0,0.49,0.49
2811,0,0.494,0.494
2812,1,0.474,-0.526
2813,0,0.463,0.463
2814,0,0.47,0.47
2815,1,0.493,-0.507
2816,1,0.49,-0.51
2817,1,0.489,-0.511
2818,1,0.474,-0.526
2819,0,0.495,0.495
2820,1,0.474,-0.526
2821,1,0.48,-0.52
2822,0,0.479,0.479
2823,1,0.49,-0.51
2824,0,0.465,0.465
2825,0,0.491,0.491
2826,1,0.481,-0.519
2827,0,0.494,0.494
2828,0,0.483,0.483
2829,1,0.479,-0.521
2830,0,0.494,0.494
2831,0,0.495,0.495
2832,0,0.488,0.488
2833,0,0.479,0.479
2834,0,0.464,0.464
2835,1,0.492,-0.508
2836,1,0.492,-0.508
2837,1,0.48,-0.52
2838,1,0.472,-0.528
2839,1,0.488,-0.512
2840,0,0.477,0.477
2841,0,0.471,0.471
2842,1,0.486,-0.514
2843,0,0.496,0.496
2844,1,0.476,-0.524
2845,1,0.469,-0.531
2846,1,0.472,-0.528
2847,1,0.474,-0.526
2848,1,0.476,-0.524
2849,1,0.481,-0.519
2850,0,0.477,0.477
2851,1,0.481,-0.519
2852,0,0.467,0.467
2853,1,0.477,-0.523
2854,0,0.469,0.469
2855,1,0.474,-0.526
2856,0,0.464,0.464
2857,0,0.473,0.473
2858,0,0.496,0.496
2859,1,0.486,-0.514
2860,1,0.491,-0.509
2861,0,0.469,0.469
2862,0,0.49,0.49
2863,1,0.479,-0.521
2864,0,0.479,0.479
2865,0,0.479,0.479
2866,1,0.475,-0.525
2867,0,0.491,0.491
2868,1,0.489,-0.511
2869,0,0.467,0.467
2870,0,0.465,0.465
2871,1,0.473,-0.527
2872,0,0.467,0.467
2873,0,0.49,0.49
2874,0,0.464,0.464
2875,0,0.478,0.478
2876,0,0.463,0.463
2877,0,0.493,0.493
2878,0,0.469,0.469
2879,1,0.486,-0.514
2880,1,0.471,-0.529
2881,1,0.472,-0.528
2882,0,0.479,0.479
2883,0,0.487,0.487
2884,1,0.489,-0.511
2885,1,0.488,-0.512
2886,1,0.482,-0.518
2887,1,0.477,-0.523
2888,0,0.496,0.496
2889,1,0.486,-0.514
2890,0,0.481,0.481
2891,0,0.475,0.475
2892,1,0.475,-0.525
2893,1,0.487,-0.513
2894,0,0.491,0.491
2895,1,0.469,-0.531
2896,0,0.464,0.464
2897,1,0.483,-0.517
2898,1,0.488,-0.512
2899,0,0.493,0.493
2900,1,0.492,-0.508
2901,0,0.468,0.468
2902,0,0.471,0.471
2903,0,0.495,0.495
2904,0,0.464,0.464
2905,0,0.487,0.487
2906,0,0.467,0.467
2907,1,0.483,-0.517
2908,0,0.485,0.485
2909,0,0.465,0.465
2910,1,0.469,-0.531
2911,0,0.493,0.493
2912,1,0.485,-0.515
2913,1,0.49,-0.51
2914,1,0.483,-0.517
2915,0,0.471,0.471
2916,1,0.469,-0.531
2917,0,0.468,0.468
2918,1,0.486,-0.514
2919,1,0.491,-0.509
2920,1,0.473,-0.527
2921,1,0.47,-0.53
2922,1,0.485,-0.515
2923,1,0.48,-0.52
2924,1,0.488,-0.512
2925,1,0.491,-0.509
2926,1,0.48,-0.52
2927,0,0.496,0.496
2928,0,0.466,0.466
2929,0,0.496,0.496
2930,1,0.482,-0.518
2931,0,0.484,0.484
2932,1,0.485,-0.515
2933,0,0.468,0.468
2934,0,0.482,0.482
2935,1,0.484,-0.516
2936,1,0.483,-0.517
2937,0,0.467,0.467
2938,0,0.497,0.497
2939,1,0.491,-0.509
2940,0,0.49,0.49
2941,0,0.464,0.464
2942,1,0.47,-0.53
2943,1,0.485,-0.515
2944,0,0.493,0.493
2945,1,0.487,-0.513
2946,0,0.496,0.496
2947,0,0.469,0.469
2948,0,0.476,0.476
2949,0,0.466,0.466
2950,0,0.463,0.463
2951,0,0.473,0.473
2952,1,0.467,-0.533
2953,1,0.47,-0.53
2954,1,0.472,-0.528
2955,0,0.475,0.475
2956,1,0.473,-0.527
2957,0,0.484,0.484
2958,0,0.494,0.494
2959,0,0.474,0.474
2960,0,0.468,0.468
2961,0,0.486,0.486
2962,1,0.47,-0.53
2963,1,0.478,-0.522
2964,1,0.489,-0.511
2965,0,0.484,0.484
2966,0,0.466,0.466
2967,0,0.492,0.492
2968,1,0.485,-0.515
2969,0,0.47,0.47
2970,1,0.486,-0.514
2971,1,0.482,-0.518
2972,0,0.477,0.477
2973,0,0.476,0.476
2974,1,0.474,-0.526
2975,1,0.49,-0.51
2976,0,0.491,0.491
2977,0,0.465,0.465
2978,0,0.469,0.469
2979,1,0.483,-0.517
2980,0,0.492,0.492
2981,0,0.488,0.488
2982,0,0.494,0.494
2983,0,0.466,0.466
2984,1,0.49,-0.51
2985,1,0.486,-0.514
2986,1,0.493,-0.507
2987,1,0.481,-0.519
2988,0,0.468,0.468
2989,0,0.491,0.491
2990,1,0.477,-0.523
2991,1,0.469,-0.531
2992,0,0.472,0.472
2993,0,0.475,0.475
2994,0,0.481,0.481
2995,0,0.493,0.493
2996,1,0.471,-0.529
2997,1,0.489,-0.511
2998,0,0.485,0.485
2999,0,0.494,0.494
3000,1,0.471,-0.529
3001,1,0.488,-0.512
3002,1,0.487,-0.513
3003,0,0.466,0.466
3004,0,0.465,0.465
3005,1,0.475,-0.525
3006,0,0.493,0.493
3007,0,0.48,0.48
3008,1,0.474,-0.526
3009,0,0.487,0.487
3010,0,0.467,0.467
3011,1,0.472,-0.528
3012,0,0.465,0.465
3013,1,0.49,-0.51
3014,1,0.473,-0.527
3015,1,0.488,-0.512
3016,1,0.484,-0.516
3017,0,0.494,0.494
3018,1,0.467,-0.533
3019,1,0.471,-0.529
3020,0,0.492,0.492
3021,0,0.491,0.491
3022,1,0.482,-0.518
3023,0,0.494,0.494
3024,1,0.471,-0.529
3025,1,0.485,-0.515
3026,1,0.479,-0.521
3027,0,0.464,0.464
3028,0,0.465,0.465
3029,1,0.48,-0.52
3030,1,0.485,-0.515
3031,1,0.484,-0.516
3032,1,0.487,-0.513
3033,0,0.476,0.476
3034,0,0.477,0.477
3035,0,0.468,0.468
3036,0,0.481,0.481
3037,0,0.483,0.483
3038,1,0.481,-0.519
3039,0,0.493,0.493
3040,0,0.464,0.464
3041,0,0.468,0.468
3042,1,0.47,-0.53
3043,0,0.465,0.465
3044,0,0.49,0.49
3045,1,0.477,-0.523
3046,0,0.49,0.49
3047,0,0.495,0.495
3048,0,0.495,0.495
3049,1,0.484,-0.516
3050,0,0.465,0.465
3051,1,0.484,-0.516
3052,0,0.486,0.486
3053,1,0.481,-0.519
3054,1,0.486,-0.514
3055,1,0.49,-0.51
3056,1,0.491,-0.509
3057,1,0.476,-0.524
3058,0,0.494,0.494
3059,0,0.495,0.495
3060,0,0.466,0.466
3061,0,0.495,0.495
3062,0,0.466,0.466
3063,0,0.47,0.47
3064,1,0.47,-0.53
3065,1,0.474,-0.526
3066,0,0.495,0.495
3067,1,0.478,-0.522
3068,0,0.493,0.493
3069,0,0.494,0.494
3070,0,0.491,0.491
3071,0,0.466,0.466
3072,1,0.486,-0.514
3073,1,0.468,-0.532
3074,0,0.492,0.492
3075,0,0.467,0.467
3076,1,0.487,-0.513
3077,0,0.469,0.469
3078,0,0.465,0.465
3079,1,0.476,-0.524
3080,0,0.463,0.463
3081,0,0.469,0.469
3082,1,0.492,-0.508
3083,1,0.473,-0.527
3084,1,0.489,-0.511
3085,1,0.479,-0.521
3086,1,0.483,-0.517
3087,0,0.471,0.471
3088,1,0.478,-0.522
3089,0,0.482,0.482
3090,0,0.494,0.494
3091,1,0.489,-0.511
3092,0,0.466,0.466
3093,1,0.488,-0.512
3094,1,0.474,-0.526
3095,0,0.496,0.496
3096,0,0.49,0.49
3097,0,0.467,0.467
3098,0,0.494,0.494
3099,1,0.481,-0.519
3100,0,0.464,0.464
3101,0,0.469,0.469
3102,0,0.481,0.481
3103,1,0.468,-0.532
3104,1,0.487,-0.513
3105,1,0.482,-0.518
3106,1,0.481,-0.519
3107,1,0.47,-0.53
3108,0,0.495,0.495
3109,0,0.466,0.466
3110,0,0.492,0.492
3111,1,0.471,-0.529
3112,0,0.465,0.465
3113,0,0.473,0.473
3114,1,0.475,-0.525
3115,1,0.489,-0.511
3116,1,0.483,-0.517
3117,1,0.473,-0.527
3118,1,0.476,-0.524
3119,0,0.464,0.464
3120,1,0.487,-0.513
3121,0,0.476,0.476
3122,0,0.488,0.488
3123,1,0.474,-0.526
3124,1,0.483,-0.517
3125,0,0.465,0.465
3126,0,0.475,0.475
3127,0,0.464,0.464
3128,0,0.468,0.468
3129,0,0.477,0.477
3130,0,0.492,0.492
3131,0,0.491,0.491
3132,1,0.481,-0.519
3133,1,0.482,-0.518
3134,1,0.489,-0.511
3135,0,0.494,0.494
3136,0,0.473,0.473
3137,0,0.472,0.472
3138,0,0.464,0.464
3139,1,0.48,-0.52
3140,0,0.492,0.492
3141,0,0.465,0.465
3142,0,0.47,0.47
3143,1,0.486,-0.514
3144,0,0.469,0.469
3145,0,0.466,0.466
3146,1,0.487,-0.513
3147,1,0.481,-0.519
3148,0,0.465,0.465
3149,1,0.474,-0.526
3150,1,0.489,-0.511
3151,1,0.481,-0.519
3152,1,0.478,-0.522
3153,0,0.496,0.496
3154,0,0.486,0.486
3155,0,0.475,0.475
3156,0,0.48,0.48
3157,0,0.47,0.47
3158,0,0.469,0.469
3159,0,0.465,0.465
3160,0,0.49,0.49
3161,0,0.492,0.492
3162,1,0.48,-0.52
3163,0,0.464,0.464
3164,1,0.483,-0.517
3165,0,0.466,0.466
3166,1,0.486,-0.514
3167,1,0.477,-0.523
3168,0,0.471,0.471
3169,0,0.487,0.487
3170,0,0.476,0.476
3171,1,0.471,-0.529
3172,0,0.486,0.486
3173,0,0.478,0.478
3174,1,0.475,-0.525
3175,0,0.478,0.478
3176,0,0.49,0.49
3177,0,0.494,0.494
3178,0,0.463,0.463
3179,1,0.487,-0.513
3180,1,0.474,-0.526
3181,0,0.492,0.492
3182,0,0.464,0.464
3183,1,0.475,-0.525
3184,0,0.466,0.466
3185,1,0.473,-0.527
3186,1,0.481,-0.519
3187,0,0.484,0.484
3188,1,0.482,-0.518
3189,1,0.478,-0.522
3190,0,0.471,0.471
3191,0,0.495,0.495
3192,1,0.487,-0.513
3193,1,0.489,-0.511
3194,0,0.477,0.477
3195,1,0.472,-0.528
3196,0,0.47,0.47
3197,1,0.485,-0.515
3198,0,0.48,0.48
3199,0,0.464,0.464
3200,0,0.464,0.464
3201,1,0.473,-0.527
3202,0,0.476,0.476
3203,1,0.492,-0.508
3204,1,0.488,-0.512
3205,1,0.47,-0.53
3206,0,0.474,0.474
3207,0,0.496,0.496
3208,1,0.49,-0.51
3209,1,0.471,-0.529
3210,0,0.47,0.47
3211,1,0.473,-0.527
3212,0,0.491,0.491
3213,0,0.471,0.471
3214,1,0.478,-0.522
3215,0,0.485,0.485
3216,1,0.479,-0.521
3217,1,0.474,-0.526
3218,0,0.463,0.463
3219,0,0.497,0.497
3220,0,0.495,0.495
3221,0,0.479,0.479
3222,0,0.468,0.468
3223,1,0.473,-0.527
3224,1,0.473,-0.527
3225,1,0.472,-0.528
3226,0,0.467,0.467
3227,0,0.466,0.466
3228,1,0.492,-0.508
3229,0,0.469,0.469
3230,1,0.492,-0.508
3231,1,0.489,-0.511
3232,1,0.484,-0.516
3233,0,0.479,0.479
3234,0,0.487,0.487
3235,0,0.466,0.466
3236,1,0.469,-0.531
3237,0,0.465,0.465
3238,0,0.492,0.492
3239,0,0.464,0.464
3240,1,0.474,-0.526
3241,1,0.484,-0.516
3242,1,0.47,-0.53
3243,1,0.468,-0.532
3244,0,0.464,0.464
3245,1,0.484,-0.516
3246,0,0.465,0.465
3247,0,0.47,0.47
3248,1,0.483,-0.517
3249,1,0.473,-0.527
3250,0,0.481,0.481
3251,0,0.463,0.463
3252,1,0.468,-0.532
3253,0,0.491,0.491
3254,0,0.472,0.472
3255,0,0.471,0.471
3256,0,0.481,0.481
3257,0,0.466,0.466
3258,0,0.489,0.489
3259,0,0.471,0.471
3260,1,0.476,-0.524
3261,1,0.479,-0.521
3262,0,0.467,0.467
3263,1,0.474,-0.526
3264,1,0.48,-0.52
3265,1,0.483,-0.517
3266,0,0.465,0.465
3267,1,0.467,-0.533
3268,0,0.488,0.488
3269,1,0.49,-0.51
3270,0,0.465,0.465
3271,1,0.485,-0.515
3272,1,0.484,-0.516
3273,1,0.471,-0.529
3274,1,0.485,-0.515
3275,0,0.465,0.465
3276,0,0.479,0.479
3277,1,0.481,-0.519
3278,0,0.496,0.496
3279,0,0.493,0.493
3280,1,0.489,-0.511
3281,0,0.474,0.474
3282,0,0.463,0.463
3283,0,0.47,0.47
3284,0,0.47,0.47
3285,1,0.485,-0.515
3286,1,0.49,-0.51
3287,1,0.473,-0.527
3288,1,0.471,-0.529
3289,1,0.485,-0.515
3290,1,0.476,-0.524
3291,1,0.485,-0.515
3292,1,0.469,-0.531
3293,1,0.485,-0.515
3294,0,0.496,0.496
3295,1,0.486,-0.514
3296,1,0.479,-0.521
3297,1,0.475,-0.525
3298,0,0.465,0.465
3299,0,0.489,0.489
3300,1,0.481,-0.519
3301,1,0.484,-0.516
3302,1,0.472,-0.528
3303,1,0.469,-0.531
3304,0,0.469,0.469
3305,1,0.493,-0.507
3306,1,0.479,-0.521
3307,1,0.484,-0.516
3308,1,0.48,-0.52
3309,0,0.495,0.495
3310,1,0.487,-0.513
3311,0,0.494,0.494
3312,0,0.477,0.477
3313,1,0.477,-0.523
3314,1,0.472,-0.528
3315,1,0.477,-0.523
3316,1,0.488,-0.512
3317,0,0.478,0.478
3318,1,0.478,-0.522
3319,1,0.49,-0.51
3320,1,0.489,-0.511
3321,1,0.492,-0.508
3322,0,0.468,0.468
3323,1,0.473,-0.527
3324,1,0.473,-0.527
3325,1,0.488,-0.512
3326,0,0.492,0.492
3327,0,0.474,0.474
3328,1,0.471,-0.529
3329,1,0.472,-0.528
3330,1,0.471,-0.529
3331,0,0.484,0.484
3332,1,0.475,-0.525
3333,1,0.489,-0.511
3334,0,0.476,0.476
3335,0,0.466,0.466
3336,0,0.464,0.464
3337,0,0.465,0.465
3338,1,0.489,-0.511
3339,0,0.48,0.48
3340,0,0.491,0.491
3341,0,0.487,0.487
3342,1,0.482,-0.518
3343,1,0.481,-0.519
3344,1,0.475,-0.525
3345,1,0.47,-0.53
3346,1,0.484,-0.516
3347,1,0.491,-0.509
3348,1,0.487,-0.513
3349,1,0.483,-0.517
3350,1,0.474,-0.526
3351,0,0.465,0.465
3352,0,0.466,0.466
3353,0,0.465,0.465
3354,1,0.486,-0.514
3355,0,0.49,0.49
3356,1,0.474,-0.526
3357,0,0.467,0.467
3358,1,0.488,-0.512
3359,0,0.496,0.496
3360,0,0.483,0.483
3361,0,0.478,0.478
3362,0,0.477,0.477
3363,0,0.482,0.482
3364,1,0.49,-0.51
3365,0,0.48,0.48
3366,0,0.464,0.464
3367,0,0.491,0.491
3368,1,0.474,-0.526
3369,0,0.494,0.494
3370,0,0.466,0.466
3371,0,0.495,0.495
3372,1,0.485,-0.515
3373,0,0.481,0.481
3374,0,0.464,0.464
3375,0,0.464,0.464
3376,0,0.465,0.465
3377,1,0.477,-0.523
3378,0,0.491,0.491
3379,0,0.494,0.494
3380,1,0.486,-0.514
3381,0,0.488,0.488
3382,0,0.487,0.487
3383,0,0.492,0.492
3384,1,0.487,-0.513
3385,1,0.477,-0.523
3386,0,0.48,0.48
3387,0,0.464,0.464
3388,0,0.481,0.481
3389,0,0.494,0.494
3390,0,0.48,0.48
3391,0,0.465,0.465
3392,0,0.49,0.49
3393,0,0.464,0.464
3394,0,0.494,0.494
3395,0,0.474,0.474
3396,0,0.496,0.496
3397,0,0.463,0.463
3398,1,0.476,-0.524
3399,0,0.495,0.495
3400,0,0.489,0.489
3401,1,0.489,-0.511
3402,0,0.493,0.493
3403,0,0.489,0.489
3404,0,0.489,0.489
3405,0,0.464,0.464
3406,0,0.468,0.468
3407,0,0.482,0.482
3408,1,0.479,-0.521
3409,0,0.472,0.472
3410,0,0.47,0.47
3411,1,0.475,-0.525
3412,0,0.468,0.468
3413,0,0.463,0.463
3414,0,0.466,0.466
3415,0,0.463,0.463
3416,0,0.477,0.477
3417,1,0.47,-0.53
3418,0,0.472,0.472
3419,0,0.496,0.496
3420,1,0.486,-0.514
3421,1,0.485,-0.515
3422,1,0.472,-0.528
3423,1,0.485,-0.515
3424,0,0.481,0.481
3425,0,0.485,0.485
3426,0,0.469,0.469
3427,1,0.485,-0.515
3428,1,0.475,-0.525
3429,1,0.492,-0.508
3430,0,0.493,0.493
3431,0,0.477,0.477
3432,1,0.476,-0.524
3433,0,0.477,0.477
3434,1,0.49,-0.51
3435,1,0.47,-0.53
3436,1,0.482,-0.518
3437,0,0.483,0.483
3438,1,0.475,-0.525
3439,0,0.473,0.473
3440,0,0.493,0.493
3441,0,0.473,0.473
3442,0,0.476,0.476
3443,1,0.479,-0.521
3444,1,0.484,-0.516
