=== Run information ===

Scheme:       weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8 -num-decimal-places 4
Relation:     ring-merged-weka
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===


Linear Regression Model

output =

      0.0212 * input1 +
      0.4486

Time taken to build model: 0.02 seconds

=== Predictions on test set ===

inst#,actual,predicted,error
2514,1,0.455,-0.545
2515,0,0.461,0.461
2516,1,0.461,-0.539
2517,1,0.448,-0.552
2518,0,0.467,0.467
2519,1,0.46,-0.54
2520,1,0.44,-0.56
2521,0,0.436,0.436
2522,1,0.44,-0.56
2523,0,0.462,0.462
2524,1,0.457,-0.543
2525,0,0.44,0.44
2526,0,0.442,0.442
2527,1,0.432,-0.568
2528,1,0.433,-0.567
2529,0,0.468,0.468
2530,1,0.454,-0.546
2531,1,0.457,-0.543
2532,1,0.448,-0.552
2533,1,0.449,-0.551
2534,1,0.463,-0.537
2535,1,0.458,-0.542
2536,0,0.447,0.447
2537,0,0.438,0.438
2538,0,0.443,0.443
2539,0,0.468,0.468
2540,0,0.448,0.448
2541,0,0.459,0.459
2542,0,0.445,0.445
2543,1,0.457,-0.543
2544,1,0.45,-0.55
2545,0,0.455,0.455
2546,0,0.454,0.454
2547,0,0.469,0.469
2548,1,0.443,-0.557
2549,0,0.43,0.43
2550,0,0.43,0.43
2551,1,0.454,-0.546
2552,1,0.459,-0.541
2553,0,0.466,0.466
2554,0,0.434,0.434
2555,0,0.456,0.456
2556,1,0.461,-0.539
2557,1,0.456,-0.544
2558,1,0.464,-0.536
2559,1,0.452,-0.548
2560,0,0.45,0.45
2561,0,0.459,0.459
2562,0,0.466,0.466
2563,0,0.428,0.428
2564,1,0.454,-0.546
2565,0,0.466,0.466
2566,1,0.454,-0.546
2567,0,0.443,0.443
2568,1,0.439,-0.561
2569,1,0.453,-0.547
2570,0,0.44,0.44
2571,0,0.437,0.437
2572,1,0.44,-0.56
2573,1,0.435,-0.565
2574,0,0.435,0.435
2575,0,0.466,0.466
2576,0,0.432,0.432
2577,1,0.44,-0.56
2578,0,0.467,0.467
2579,0,0.463,0.463
2580,0,0.434,0.434
2581,0,0.429,0.429
2582,0,0.45,0.45
2583,1,0.458,-0.542
2584,0,0.463,0.463
2585,1,0.459,-0.541
2586,0,0.429,0.429
2587,0,0.469,0.469
2588,0,0.464,0.464
2589,1,0.449,-0.551
2590,0,0.437,0.437
2591,0,0.431,0.431
2592,1,0.435,-0.565
2593,1,0.447,-0.553
2594,1,0.455,-0.545
2595,1,0.433,-0.567
2596,1,0.451,-0.549
2597,1,0.442,-0.558
2598,1,0.439,-0.561
2599,1,0.461,-0.539
2600,0,0.441,0.441
2601,0,0.431,0.431
2602,0,0.436,0.436
2603,1,0.439,-0.561
2604,1,0.436,-0.564
2605,0,0.428,0.428
2606,1,0.459,-0.541
2607,1,0.437,-0.563
2608,1,0.449,-0.551
2609,0,0.434,0.434
2610,0,0.436,0.436
2611,0,0.464,0.464
2612,1,0.437,-0.563
2613,0,0.469,0.469
2614,0,0.468,0.468
2615,1,0.445,-0.555
2616,0,0.428,0.428
2617,0,0.438,0.438
2618,0,0.467,0.467
2619,0,0.452,0.452
2620,1,0.463,-0.537
2621,1,0.454,-0.546
2622,0,0.431,0.431
2623,1,0.456,-0.544
2624,0,0.453,0.453
2625,0,0.43,0.43
2626,1,0.438,-0.562
2627,0,0.435,0.435
2628,0,0.431,0.431
2629,1,0.432,-0.568
2630,0,0.445,0.445
2631,0,0.432,0.432
2632,0,0.469,0.469
2633,1,0.449,-0.551
2634,1,0.442,-0.558
2635,1,0.441,-0.559
2636,0,0.434,0.434
2637,0,0.458,0.458
2638,0,0.46,0.46
2639,1,0.449,-0.551
2640,0,0.47,0.47
2641,1,0.433,-0.567
2642,0,0.451,0.451
2643,0,0.462,0.462
2644,0,0.443,0.443
2645,0,0.439,0.439
2646,1,0.455,-0.545
2647,1,0.438,-0.562
2648,0,0.45,0.45
2649,1,0.455,-0.545
2650,0,0.461,0.461
2651,1,0.445,-0.555
2652,0,0.458,0.458
2653,0,0.448,0.448
2654,1,0.433,-0.567
2655,0,0.454,0.454
2656,0,0.447,0.447
2657,1,0.456,-0.544
2658,1,0.445,-0.555
2659,1,0.441,-0.559
2660,1,0.457,-0.543
2661,0,0.435,0.435
2662,0,0.457,0.457
2663,0,0.462,0.462
2664,1,0.464,-0.536
2665,1,0.456,-0.544
2666,1,0.443,-0.557
2667,0,0.43,0.43
2668,0,0.428,0.428
2669,0,0.466,0.466
2670,1,0.459,-0.541
2671,0,0.469,0.469
2672,1,0.449,-0.551
2673,0,0.438,0.438
2674,0,0.429,0.429
2675,0,0.43,0.43
2676,0,0.452,0.452
2677,0,0.453,0.453
2678,1,0.446,-0.554
2679,0,0.453,0.453
2680,0,0.459,0.459
2681,1,0.462,-0.538
2682,0,0.431,0.431
2683,0,0.428,0.428
2684,1,0.448,-0.552
2685,0,0.429,0.429
2686,0,0.467,0.467
2687,0,0.432,0.432
2688,1,0.459,-0.541
2689,1,0.459,-0.541
2690,0,0.431,0.431
2691,1,0.448,-0.552
2692,1,0.454,-0.546
2693,1,0.449,-0.551
2694,0,0.464,0.464
2695,0,0.437,0.437
2696,1,0.447,-0.553
2697,0,0.428,0.428
2698,0,0.429,0.429
2699,1,0.454,-0.546
2700,1,0.461,-0.539
2701,0,0.445,0.445
2702,1,0.456,-0.544
2703,0,0.44,0.44
2704,0,0.444,0.444
2705,1,0.45,-0.55
2706,1,0.453,-0.547
2707,1,0.444,-0.556
2708,0,0.445,0.445
2709,0,0.428,0.428
2710,1,0.443,-0.557
2711,0,0.43,0.43
2712,0,0.429,0.429
2713,0,0.465,0.465
2714,1,0.433,-0.567
2715,1,0.443,-0.557
2716,0,0.456,0.456
2717,1,0.445,-0.555
2718,0,0.467,0.467
2719,0,0.45,0.45
2720,0,0.456,0.456
2721,0,0.431,0.431
2722,1,0.433,-0.567
2723,1,0.445,-0.555
2724,0,0.467,0.467
2725,1,0.457,-0.543
2726,0,0.465,0.465
2727,0,0.428,0.428
2728,1,0.434,-0.566
2729,0,0.466,0.466
2730,0,0.433,0.433
2731,1,0.445,-0.555
2732,1,0.458,-0.542
2733,1,0.455,-0.545
2734,0,0.441,0.441
2735,1,0.452,-0.548
2736,1,0.443,-0.557
2737,1,0.449,-0.551
2738,1,0.445,-0.555
2739,1,0.434,-0.566
2740,0,0.465,0.465
2741,0,0.429,0.429
2742,1,0.442,-0.558
2743,1,0.454,-0.546
2744,0,0.433,0.433
2745,0,0.461,0.461
2746,0,0.461,0.461
2747,1,0.449,-0.551
2748,0,0.428,0.428
2749,0,0.429,0.429
2750,0,0.433,0.433
2751,1,0.454,-0.546
2752,1,0.441,-0.559
2753,1,0.444,-0.556
2754,0,0.439,0.439
2755,0,0.469,0.469
2756,1,0.453,-0.547
2757,0,0.438,0.438
2758,0,0.468,0.468
2759,1,0.456,-0.544
2760,1,0.435,-0.565
2761,0,0.464,0.464
2762,0,0.47,0.47
2763,0,0.465,0.465
2764,0,0.44,0.44
2765,1,0.442,-0.558
2766,0,0.466,0.466
2767,0,0.44,0.44
2768,0,0.461,0.461
2769,1,0.448,-0.552
2770,0,0.427,0.427
2771,0,0.429,0.429
2772,0,0.436,0.436
2773,1,0.464,-0.536
2774,0,0.465,0.465
2775,0,0.447,0.447
2776,0,0.469,0.469
2777,0,0.467,0.467
2778,0,0.439,0.439
2779,0,0.469,0.469
2780,1,0.442,-0.558
2781,0,0.46,0.46
2782,0,0.429,0.429
2783,0,0.432,0.432
2784,0,0.443,0.443
2785,1,0.454,-0.546
2786,0,0.464,0.464
2787,0,0.459,0.459
2788,1,0.447,-0.553
2789,1,0.454,-0.546
2790,1,0.444,-0.556
2791,1,0.438,-0.562
2792,1,0.438,-0.562
2793,1,0.447,-0.553
2794,0,0.454,0.454
2795,0,0.467,0.467
2796,1,0.439,-0.561
2797,1,0.432,-0.568
2798,1,0.434,-0.566
2799,1,0.436,-0.564
2800,1,0.439,-0.561
2801,1,0.463,-0.537
2802,0,0.466,0.466
2803,0,0.431,0.431
2804,0,0.44,0.44
2805,0,0.446,0.446
2806,0,0.463,0.463
2807,0,0.451,0.451
2808,0,0.433,0.433
2809,0,0.464,0.464
2810,0,0.464,0.464
2811,1,0.437,-0.563
2812,0,0.438,0.438
2813,0,0.43,0.43
2814,1,0.462,-0.538
2815,1,0.441,-0.559
2816,0,0.465,0.465
2817,1,0.436,-0.564
2818,0,0.447,0.447
2819,1,0.459,-0.541
2820,1,0.443,-0.557
2821,0,0.44,0.44
2822,0,0.443,0.443
2823,0,0.459,0.459
2824,0,0.47,0.47
2825,0,0.436,0.436
2826,1,0.441,-0.559
2827,1,0.436,-0.564
2828,0,0.452,0.452
2829,0,0.43,0.43
2830,0,0.469,0.469
2831,1,0.462,-0.538
2832,0,0.429,0.429
2833,0,0.427,0.427
2834,0,0.469,0.469
2835,0,0.46,0.46
2836,1,0.44,-0.56
2837,0,0.437,0.437
2838,1,0.46,-0.54
2839,0,0.433,0.433
2840,0,0.43,0.43
2841,1,0.458,-0.542
2842,0,0.46,0.46
2843,1,0.446,-0.554
2844,0,0.433,0.433
2845,1,0.443,-0.557
2846,0,0.461,0.461
2847,0,0.437,0.437
2848,0,0.449,0.449
2849,1,0.436,-0.564
2850,1,0.461,-0.539
2851,0,0.431,0.431
2852,0,0.428,0.428
2853,1,0.435,-0.565
2854,0,0.464,0.464
2855,0,0.462,0.462
2856,1,0.434,-0.566
2857,0,0.464,0.464
2858,1,0.444,-0.556
2859,0,0.429,0.429
2860,0,0.469,0.469
2861,0,0.431,0.431
2862,1,0.442,-0.558
2863,0,0.428,0.428
2864,1,0.449,-0.551
2865,1,0.436,-0.564
2866,1,0.437,-0.563
2867,1,0.451,-0.549
2868,0,0.46,0.46
2869,0,0.428,0.428
2870,0,0.43,0.43
2871,0,0.447,0.447
2872,0,0.438,0.438
2873,1,0.441,-0.559
2874,1,0.449,-0.551
2875,0,0.459,0.459
2876,1,0.451,-0.549
2877,1,0.447,-0.553
2878,0,0.462,0.462
2879,1,0.464,-0.536
2880,1,0.453,-0.547
2881,0,0.455,0.455
2882,1,0.436,-0.564
2883,1,0.434,-0.566
2884,0,0.446,0.446
2885,0,0.442,0.442
2886,1,0.453,-0.547
2887,1,0.461,-0.539
2888,0,0.452,0.452
2889,1,0.454,-0.546
2890,1,0.44,-0.56
2891,1,0.441,-0.559
2892,1,0.455,-0.545
2893,0,0.455,0.455
2894,1,0.443,-0.557
2895,0,0.43,0.43
2896,0,0.449,0.449
2897,0,0.428,0.428
2898,1,0.461,-0.539
2899,1,0.461,-0.539
2900,0,0.447,0.447
2901,0,0.452,0.452
2902,0,0.432,0.432
2903,1,0.462,-0.538
2904,1,0.446,-0.554
2905,0,0.467,0.467
2906,0,0.435,0.435
2907,0,0.463,0.463
2908,0,0.442,0.442
2909,1,0.443,-0.557
2910,1,0.439,-0.561
2911,1,0.44,-0.56
2912,1,0.438,-0.562
2913,0,0.429,0.429
2914,1,0.453,-0.547
2915,0,0.43,0.43
2916,0,0.438,0.438
2917,1,0.435,-0.565
2918,1,0.433,-0.567
2919,0,0.463,0.463
2920,0,0.429,0.429
2921,1,0.432,-0.568
2922,0,0.467,0.467
2923,0,0.441,0.441
2924,1,0.437,-0.563
2925,0,0.452,0.452
2926,1,0.435,-0.565
2927,1,0.451,-0.549
2928,0,0.455,0.455
2929,0,0.443,0.443
2930,0,0.428,0.428
2931,1,0.448,-0.552
2932,0,0.451,0.451
2933,1,0.454,-0.546
2934,0,0.431,0.431
2935,1,0.443,-0.557
2936,1,0.438,-0.562
2937,1,0.452,-0.548
2938,1,0.45,-0.55
2939,1,0.441,-0.559
2940,0,0.448,0.448
2941,1,0.442,-0.558
2942,1,0.451,-0.549
2943,0,0.468,0.468
2944,0,0.43,0.43
2945,0,0.469,0.469
2946,0,0.429,0.429
2947,1,0.457,-0.543
2948,0,0.435,0.435
2949,1,0.455,-0.545
2950,1,0.441,-0.559
2951,0,0.456,0.456
2952,0,0.449,0.449
2953,1,0.46,-0.54
2954,0,0.44,0.44
2955,0,0.45,0.45
2956,0,0.463,0.463
2957,1,0.44,-0.56
2958,1,0.449,-0.551
2959,1,0.442,-0.558
2960,0,0.443,0.443
2961,0,0.455,0.455
2962,1,0.439,-0.561
2963,1,0.439,-0.561
2964,1,0.455,-0.545
2965,1,0.442,-0.558
2966,0,0.435,0.435
2967,1,0.447,-0.553
2968,0,0.448,0.448
2969,0,0.43,0.43
2970,1,0.441,-0.559
2971,1,0.444,-0.556
2972,0,0.469,0.469
2973,0,0.462,0.462
2974,1,0.456,-0.544
2975,1,0.45,-0.55
2976,1,0.463,-0.537
2977,0,0.45,0.45
2978,0,0.462,0.462
2979,0,0.449,0.449
2980,0,0.447,0.447
2981,1,0.432,-0.568
2982,0,0.463,0.463
2983,1,0.458,-0.542
2984,0,0.431,0.431
2985,0,0.434,0.434
2986,0,0.459,0.459
2987,1,0.445,-0.555
2988,1,0.447,-0.553
2989,0,0.448,0.448
2990,1,0.464,-0.536
2991,0,0.468,0.468
2992,1,0.45,-0.55
2993,1,0.435,-0.565
2994,0,0.433,0.433
2995,1,0.455,-0.545
2996,1,0.437,-0.563
2997,0,0.449,0.449
2998,0,0.43,0.43
2999,1,0.448,-0.552
3000,1,0.439,-0.561
3001,1,0.432,-0.568
3002,1,0.442,-0.558
3003,0,0.43,0.43
3004,1,0.455,-0.545
3005,0,0.429,0.429
3006,1,0.446,-0.554
3007,0,0.45,0.45
3008,1,0.445,-0.555
3009,1,0.457,-0.543
3010,1,0.433,-0.567
3011,0,0.429,0.429
3012,0,0.434,0.434
3013,1,0.44,-0.56
3014,0,0.447,0.447
3015,0,0.446,0.446
3016,0,0.452,0.452
3017,0,0.435,0.435
3018,1,0.442,-0.558
3019,0,0.466,0.466
3020,1,0.459,-0.541
3021,1,0.445,-0.555
3022,0,0.43,0.43
3023,0,0.462,0.462
3024,0,0.431,0.431
3025,1,0.446,-0.554
3026,1,0.448,-0.552
3027,0,0.452,0.452
3028,0,0.468,0.468
3029,1,0.453,-0.547
3030,1,0.464,-0.536
3031,0,0.469,0.469
3032,0,0.462,0.462
3033,1,0.456,-0.544
3034,0,0.46,0.46
3035,0,0.43,0.43
3036,1,0.442,-0.558
3037,0,0.454,0.454
3038,0,0.448,0.448
3039,0,0.43,0.43
3040,1,0.446,-0.554
3041,0,0.429,0.429
3042,0,0.43,0.43
3043,0,0.457,0.457
3044,1,0.437,-0.563
3045,0,0.43,0.43
3046,1,0.453,-0.547
3047,0,0.463,0.463
3048,1,0.449,-0.551
3049,1,0.438,-0.562
3050,0,0.43,0.43
3051,0,0.451,0.451
3052,1,0.458,-0.542
3053,0,0.429,0.429
3054,0,0.465,0.465
3055,0,0.438,0.438
3056,1,0.448,-0.552
3057,0,0.464,0.464
3058,0,0.428,0.428
3059,0,0.467,0.467
3060,1,0.44,-0.56
3061,0,0.44,0.44
3062,0,0.428,0.428
3063,1,0.456,-0.544
3064,0,0.439,0.439
3065,0,0.447,0.447
3066,0,0.451,0.451
3067,1,0.439,-0.561
3068,0,0.449,0.449
3069,1,0.442,-0.558
3070,1,0.46,-0.54
3071,0,0.465,0.465
3072,0,0.432,0.432
3073,0,0.464,0.464
3074,0,0.429,0.429
3075,0,0.463,0.463
3076,1,0.449,-0.551
3077,0,0.468,0.468
3078,1,0.452,-0.548
3079,0,0.436,0.436
3080,1,0.454,-0.546
3081,0,0.467,0.467
3082,0,0.467,0.467
3083,1,0.448,-0.552
3084,1,0.446,-0.554
3085,1,0.441,-0.559
3086,1,0.459,-0.541
3087,1,0.435,-0.565
3088,1,0.453,-0.547
3089,0,0.47,0.47
3090,0,0.464,0.464
3091,0,0.45,0.45
3092,0,0.449,0.449
3093,0,0.432,0.432
3094,1,0.443,-0.557
3095,0,0.43,0.43
3096,1,0.444,-0.556
3097,1,0.461,-0.539
3098,0,0.449,0.449
3099,0,0.429,0.429
3100,1,0.441,-0.559
3101,0,0.46,0.46
3102,1,0.459,-0.541
3103,1,0.436,-0.564
3104,1,0.449,-0.551
3105,1,0.459,-0.541
3106,1,0.453,-0.547
3107,0,0.46,0.46
3108,0,0.429,0.429
3109,1,0.453,-0.547
3110,1,0.445,-0.555
3111,1,0.445,-0.555
3112,0,0.464,0.464
3113,1,0.463,-0.537
3114,1,0.454,-0.546
3115,1,0.438,-0.562
3116,1,0.463,-0.537
3117,1,0.439,-0.561
3118,0,0.462,0.462
3119,1,0.444,-0.556
3120,1,0.459,-0.541
3121,1,0.443,-0.557
3122,0,0.433,0.433
3123,1,0.439,-0.561
3124,0,0.43,0.43
3125,0,0.428,0.428
3126,0,0.452,0.452
3127,0,0.435,0.435
3128,0,0.468,0.468
3129,1,0.452,-0.548
3130,1,0.44,-0.56
3131,0,0.444,0.444
3132,0,0.464,0.464
3133,1,0.453,-0.547
3134,0,0.461,0.461
3135,0,0.468,0.468
3136,0,0.444,0.444
3137,0,0.432,0.432
3138,0,0.449,0.449
3139,1,0.456,-0.544
3140,0,0.466,0.466
3141,0,0.453,0.453
3142,1,0.441,-0.559
3143,1,0.457,-0.543
3144,1,0.444,-0.556
3145,1,0.456,-0.544
3146,0,0.433,0.433
3147,1,0.456,-0.544
3148,1,0.445,-0.555
3149,1,0.439,-0.561
3150,1,0.462,-0.538
3151,1,0.462,-0.538
3152,0,0.459,0.459
3153,0,0.469,0.469
3154,1,0.438,-0.562
3155,0,0.431,0.431
3156,1,0.445,-0.555
3157,1,0.439,-0.561
3158,0,0.451,0.451
3159,0,0.431,0.431
3160,0,0.468,0.468
3161,1,0.436,-0.564
3162,0,0.434,0.434
3163,0,0.431,0.431
3164,0,0.463,0.463
3165,0,0.462,0.462
3166,0,0.465,0.465
3167,0,0.428,0.428
3168,0,0.432,0.432
3169,0,0.45,0.45
3170,1,0.446,-0.554
3171,1,0.447,-0.553
3172,1,0.463,-0.537
3173,1,0.446,-0.554
3174,1,0.46,-0.54
3175,1,0.442,-0.558
3176,0,0.454,0.454
3177,0,0.441,0.441
3178,0,0.457,0.457
3179,0,0.433,0.433
3180,1,0.457,-0.543
3181,1,0.449,-0.551
3182,1,0.457,-0.543
3183,0,0.469,0.469
3184,0,0.467,0.467
3185,0,0.46,0.46
3186,0,0.429,0.429
3187,0,0.449,0.449
3188,0,0.433,0.433
3189,0,0.434,0.434
3190,0,0.429,0.429
3191,1,0.451,-0.549
3192,1,0.439,-0.561
3193,1,0.438,-0.562
3194,1,0.463,-0.537
3195,0,0.44,0.44
3196,1,0.45,-0.55
3197,0,0.462,0.462
3198,0,0.468,0.468
3199,1,0.465,-0.535
3200,0,0.464,0.464
3201,0,0.427,0.427
3202,1,0.462,-0.538
3203,0,0.445,0.445
3204,1,0.453,-0.547
3205,0,0.468,0.468
3206,1,0.433,-0.567
3207,0,0.432,0.432
3208,0,0.432,0.432
3209,1,0.448,-0.552
3210,1,0.436,-0.564
3211,1,0.45,-0.55
3212,0,0.469,0.469
3213,1,0.437,-0.563
3214,1,0.457,-0.543
3215,0,0.465,0.465
3216,1,0.457,-0.543
3217,0,0.431,0.431
3218,0,0.449,0.449
3219,1,0.437,-0.563
3220,1,0.461,-0.539
3221,1,0.453,-0.547
3222,1,0.458,-0.542
3223,0,0.432,0.432
3224,0,0.434,0.434
3225,0,0.465,0.465
3226,1,0.441,-0.559
3227,1,0.457,-0.543
3228,1,0.455,-0.545
3229,0,0.437,0.437
3230,0,0.429,0.429
3231,1,0.453,-0.547
3232,0,0.468,0.468
3233,1,0.447,-0.553
3234,0,0.449,0.449
3235,0,0.436,0.436
3236,0,0.466,0.466
3237,0,0.469,0.469
3238,1,0.463,-0.537
3239,1,0.45,-0.55
3240,0,0.429,0.429
3241,1,0.437,-0.563
3242,1,0.448,-0.552
3243,1,0.46,-0.54
3244,0,0.463,0.463
3245,1,0.449,-0.551
3246,1,0.446,-0.554
3247,0,0.43,0.43
3248,0,0.45,0.45
3249,0,0.45,0.45
3250,0,0.47,0.47
3251,1,0.454,-0.546
3252,1,0.435,-0.565
3253,1,0.443,-0.557
3254,1,0.441,-0.559
3255,0,0.461,0.461
3256,0,0.43,0.43
3257,0,0.466,0.466
3258,0,0.433,0.433
3259,1,0.443,-0.557
3260,1,0.435,-0.565
3261,1,0.444,-0.556
3262,1,0.452,-0.548
3263,0,0.438,0.438
3264,1,0.465,-0.535
3265,1,0.441,-0.559
3266,0,0.467,0.467
3267,1,0.454,-0.546
3268,1,0.436,-0.564
3269,1,0.443,-0.557
3270,0,0.466,0.466
3271,1,0.448,-0.552
3272,1,0.457,-0.543
3273,0,0.461,0.461
3274,0,0.449,0.449
3275,0,0.44,0.44
3276,0,0.468,0.468
3277,1,0.461,-0.539
3278,1,0.452,-0.548
3279,1,0.464,-0.536
3280,0,0.43,0.43
3281,1,0.46,-0.54
3282,1,0.446,-0.554
3283,1,0.437,-0.563
3284,0,0.469,0.469
3285,0,0.429,0.429
3286,1,0.448,-0.552
3287,0,0.455,0.455
3288,1,0.444,-0.556
3289,1,0.437,-0.563
3290,1,0.458,-0.542
3291,1,0.438,-0.562
3292,0,0.467,0.467
3293,1,0.46,-0.54
3294,0,0.453,0.453
3295,1,0.439,-0.561
3296,0,0.445,0.445
3297,0,0.447,0.447
3298,1,0.462,-0.538
3299,1,0.453,-0.547
3300,0,0.46,0.46
3301,1,0.433,-0.567
3302,0,0.429,0.429
3303,1,0.437,-0.563
3304,1,0.452,-0.548
3305,1,0.445,-0.555
3306,0,0.432,0.432
3307,1,0.445,-0.555
3308,0,0.468,0.468
3309,1,0.453,-0.547
3310,1,0.439,-0.561
3311,0,0.43,0.43
3312,0,0.469,0.469
3313,1,0.465,-0.535
3314,1,0.443,-0.557
3315,1,0.45,-0.55
3316,1,0.439,-0.561
3317,0,0.466,0.466
3318,0,0.435,0.435
3319,0,0.464,0.464
3320,1,0.443,-0.557
3321,1,0.433,-0.567
3322,0,0.432,0.432
3323,0,0.457,0.457
3324,1,0.464,-0.536
3325,0,0.433,0.433
3326,1,0.465,-0.535
3327,0,0.429,0.429
3328,0,0.45,0.45
3329,0,0.429,0.429
3330,1,0.435,-0.565
3331,1,0.447,-0.553
3332,1,0.441,-0.559
3333,1,0.455,-0.545
3334,1,0.454,-0.546
3335,0,0.431,0.431
3336,0,0.429,0.429
3337,0,0.469,0.469
3338,0,0.46,0.46
3339,0,0.468,0.468
3340,0,0.43,0.43
3341,1,0.441,-0.559
3342,0,0.432,0.432
3343,1,0.441,-0.559
3344,1,0.441,-0.559
3345,0,0.436,0.436
3346,1,0.439,-0.561
3347,0,0.449,0.449
3348,0,0.462,0.462
3349,0,0.432,0.432
3350,0,0.456,0.456
3351,1,0.44,-0.56
3352,0,0.429,0.429
3353,0,0.466,0.466
3354,0,0.435,0.435
3355,0,0.457,0.457
3356,0,0.437,0.437
3357,0,0.469,0.469
3358,0,0.434,0.434
3359,1,0.439,-0.561
3360,1,0.438,-0.562
3361,0,0.436,0.436
3362,1,0.438,-0.562
3363,0,0.466,0.466
3364,1,0.459,-0.541
3365,0,0.466,0.466
3366,1,0.458,-0.542
3367,0,0.437,0.437
3368,0,0.467,0.467
3369,0,0.445,0.445
3370,1,0.444,-0.556
3371,0,0.46,0.46
3372,1,0.44,-0.56
3373,1,0.454,-0.546
3374,1,0.462,-0.538
3375,0,0.429,0.429
3376,1,0.436,-0.564
3377,0,0.433,0.433
3378,0,0.445,0.445
3379,1,0.447,-0.553
3380,1,0.442,-0.558
3381,1,0.459,-0.541
3382,0,0.431,0.431
3383,0,0.448,0.448
3384,1,0.444,-0.556
3385,0,0.435,0.435
3386,0,0.455,0.455
3387,1,0.445,-0.555
3388,0,0.445,0.445
3389,0,0.445,0.445
3390,0,0.43,0.43
3391,1,0.447,-0.553
3392,0,0.439,0.439
3393,1,0.44,-0.56
3394,0,0.463,0.463
3395,0,0.433,0.433
3396,1,0.436,-0.564
3397,1,0.456,-0.544
3398,0,0.436,0.436
3399,0,0.431,0.431
3400,0,0.44,0.44
3401,0,0.458,0.458
3402,0,0.447,0.447
3403,1,0.459,-0.541
3404,0,0.428,0.428
3405,1,0.444,-0.556
3406,1,0.438,-0.562
3407,0,0.441,0.441
3408,0,0.442,0.442
3409,0,0.439,0.439
3410,0,0.457,0.457
3411,1,0.459,-0.541
3412,1,0.453,-0.547
3413,1,0.461,-0.539
3414,0,0.462,0.462
3415,0,0.433,0.433
3416,0,0.448,0.448
3417,0,0.447,0.447
3418,0,0.467,0.467
3419,0,0.455,0.455
3420,1,0.448,-0.552
3421,1,0.454,-0.546
3422,0,0.431,0.431
3423,1,0.456,-0.544
3424,0,0.452,0.452
3425,0,0.468,0.468
3426,1,0.442,-0.558
3427,1,0.455,-0.545
3428,1,0.451,-0.549
3429,1,0.46,-0.54
3430,1,0.446,-0.554
3431,1,0.444,-0.556
3432,1,0.447,-0.553
3433,0,0.438,0.438
3434,0,0.446,0.446
3435,0,0.45,0.45
3436,0,0.459,0.459
3437,0,0.428,0.428
3438,1,0.447,-0.553
3439,0,0.466,0.466
3440,0,0.463,0.463
3441,0,0.444,0.444
3442,1,0.435,-0.565
3443,1,0.45,-0.55
3444,1,0.452,-0.548
3445,1,0.437,-0.563
3446,1,0.453,-0.547
3447,0,0.463,0.463
3448,1,0.456,-0.544
3449,0,0.467,0.467
3450,1,0.459,-0.541
3451,1,0.456,-0.544
3452,0,0.432,0.432
3453,0,0.443,0.443
3454,0,0.429,0.429
3455,1,0.452,-0.548
3456,1,0.465,-0.535
3457,0,0.435,0.435
3458,1,0.459,-0.541
3459,0,0.468,0.468
3460,0,0.428,0.428
3461,0,0.465,0.465
3462,0,0.469,0.469
3463,1,0.438,-0.562
3464,1,0.445,-0.555
3465,0,0.462,0.462
3466,1,0.465,-0.535
3467,1,0.434,-0.566
3468,1,0.462,-0.538
3469,1,0.46,-0.54
3470,0,0.468,0.468
3471,1,0.448,-0.552
3472,1,0.452,-0.548
3473,1,0.447,-0.553
3474,1,0.461,-0.539
3475,1,0.437,-0.563
3476,1,0.464,-0.536
3477,0,0.435,0.435
3478,0,0.464,0.464
3479,1,0.446,-0.554
3480,0,0.44,0.44
3481,1,0.464,-0.536
3482,1,0.439,-0.561
3483,0,0.43,0.43
3484,1,0.443,-0.557
3485,1,0.439,-0.561
3486,0,0.452,0.452
3487,0,0.432,0.432
3488,1,0.451,-0.549
3489,1,0.439,-0.561
3490,0,0.431,0.431
3491,0,0.466,0.466
3492,1,0.46,-0.54
3493,1,0.461,-0.539
3494,1,0.443,-0.557
3495,0,0.459,0.459
3496,0,0.435,0.435
3497,0,0.466,0.466
3498,0,0.433,0.433
3499,1,0.461,-0.539
3500,1,0.441,-0.559
3501,1,0.438,-0.562
3502,0,0.44,0.44
3503,1,0.438,-0.562
3504,0,0.468,0.468
3505,0,0.434,0.434
3506,1,0.439,-0.561
3507,1,0.443,-0.557
3508,1,0.457,-0.543
3509,1,0.461,-0.539
3510,1,0.452,-0.548
3511,1,0.438,-0.562
3512,1,0.456,-0.544
3513,1,0.445,-0.555
3514,0,0.467,0.467
3515,1,0.443,-0.557
3516,0,0.451,0.451
3517,1,0.458,-0.542
3518,1,0.437,-0.563
3519,0,0.444,0.444
3520,1,0.444,-0.556
3521,0,0.437,0.437
3522,1,0.445,-0.555
3523,1,0.446,-0.554
3524,0,0.469,0.469
3525,0,0.453,0.453
3526,0,0.466,0.466
3527,1,0.441,-0.559
3528,1,0.449,-0.551
3529,0,0.465,0.465
3530,0,0.446,0.446
3531,1,0.445,-0.555
3532,0,0.436,0.436
3533,0,0.464,0.464
3534,0,0.447,0.447
3535,0,0.469,0.469
3536,0,0.47,0.47
