=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.functions.LibSVM -- -S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model / -seed 1
Relation:     ring-separable-weka-letters
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

LibSVM wrapper, original code by Yasser EL-Manzalawy (= WLSVM)
Attribute mappings:

Model attributes  	    Incoming attributes
------------------	    ----------------
(numeric) input1  	--> 1 (numeric) input1
(numeric) input2  	--> 2 (numeric) input2
(nominal) output  	--> 3 (nominal) output


Time taken to build model: 4.82 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1010,2:B,2:B,,1
1011,1:A,1:A,,1
1012,2:B,2:B,,1
1013,1:A,2:B,+,1
1014,1:A,1:A,,1
1015,2:B,2:B,,1
1016,1:A,1:A,,1
1017,2:B,2:B,,1
1018,1:A,1:A,,1
1019,1:A,1:A,,1
1020,1:A,1:A,,1
1021,1:A,1:A,,1
1022,1:A,1:A,,1
1023,2:B,2:B,,1
1024,1:A,1:A,,1
1025,2:B,2:B,,1
1026,2:B,2:B,,1
1027,1:A,1:A,,1
1028,2:B,2:B,,1
1029,2:B,2:B,,1
1030,1:A,1:A,,1
1031,1:A,1:A,,1
1032,2:B,2:B,,1
1033,2:B,2:B,,1
1034,2:B,2:B,,1
1035,1:A,1:A,,1
1036,2:B,2:B,,1
1037,1:A,1:A,,1
1038,1:A,1:A,,1
1039,2:B,2:B,,1
1040,1:A,1:A,,1
1041,1:A,1:A,,1
1042,1:A,1:A,,1
1043,1:A,2:B,+,1
1044,1:A,1:A,,1
1045,2:B,2:B,,1
1046,1:A,1:A,,1
1047,2:B,2:B,,1
1048,2:B,2:B,,1
1049,2:B,2:B,,1
1050,1:A,1:A,,1
1051,1:A,1:A,,1
1052,1:A,1:A,,1
1053,1:A,1:A,,1
1054,1:A,1:A,,1
1055,1:A,1:A,,1
1056,1:A,1:A,,1
1057,2:B,2:B,,1
1058,1:A,1:A,,1
1059,1:A,1:A,,1
1060,1:A,1:A,,1
1061,1:A,1:A,,1
1062,2:B,2:B,,1
1063,2:B,2:B,,1
1064,2:B,2:B,,1
1065,1:A,1:A,,1
1066,1:A,1:A,,1
1067,2:B,2:B,,1
1068,1:A,1:A,,1
1069,1:A,1:A,,1
1070,2:B,2:B,,1
1071,1:A,1:A,,1
1072,1:A,1:A,,1
1073,1:A,1:A,,1
1074,2:B,2:B,,1
1075,1:A,1:A,,1
1076,1:A,1:A,,1
1077,2:B,2:B,,1
1078,2:B,2:B,,1
1079,1:A,1:A,,1
1080,1:A,1:A,,1
1081,2:B,2:B,,1
1082,2:B,2:B,,1
1083,1:A,1:A,,1
1084,1:A,1:A,,1
1085,1:A,1:A,,1
1086,1:A,1:A,,1
1087,2:B,2:B,,1
1088,1:A,1:A,,1
1089,1:A,1:A,,1
1090,1:A,1:A,,1
1091,1:A,1:A,,1
1092,2:B,2:B,,1
1093,1:A,1:A,,1
1094,1:A,1:A,,1
1095,1:A,1:A,,1
1096,2:B,2:B,,1
1097,2:B,2:B,,1
1098,1:A,1:A,,1
1099,1:A,1:A,,1
1100,2:B,2:B,,1
1101,1:A,1:A,,1
1102,2:B,2:B,,1
1103,1:A,1:A,,1
1104,1:A,1:A,,1
1105,2:B,2:B,,1
1106,1:A,1:A,,1
1107,1:A,1:A,,1
1108,1:A,1:A,,1
1109,2:B,2:B,,1
1110,2:B,2:B,,1
1111,1:A,1:A,,1
1112,2:B,2:B,,1
1113,2:B,2:B,,1
1114,1:A,1:A,,1
1115,2:B,2:B,,1
1116,2:B,2:B,,1
1117,1:A,1:A,,1
1118,2:B,2:B,,1
1119,1:A,1:A,,1
1120,2:B,2:B,,1
1121,1:A,1:A,,1
1122,2:B,2:B,,1
1123,2:B,2:B,,1
1124,2:B,2:B,,1
1125,2:B,2:B,,1
1126,1:A,1:A,,1
1127,1:A,1:A,,1
1128,1:A,1:A,,1
1129,1:A,1:A,,1
1130,1:A,2:B,+,1
1131,2:B,2:B,,1
1132,1:A,1:A,,1
1133,1:A,1:A,,1
1134,2:B,2:B,,1
1135,1:A,1:A,,1
1136,2:B,2:B,,1
1137,1:A,1:A,,1
1138,2:B,2:B,,1
1139,2:B,2:B,,1
1140,1:A,1:A,,1
1141,2:B,2:B,,1
1142,1:A,1:A,,1
1143,1:A,1:A,,1
1144,2:B,2:B,,1
1145,1:A,1:A,,1
1146,2:B,2:B,,1
1147,1:A,1:A,,1
1148,2:B,2:B,,1
1149,1:A,1:A,,1
1150,1:A,1:A,,1
1151,1:A,1:A,,1
1152,2:B,2:B,,1
1153,1:A,1:A,,1
1154,1:A,1:A,,1
1155,2:B,2:B,,1
1156,1:A,1:A,,1
1157,2:B,1:A,+,1
1158,2:B,2:B,,1
1159,2:B,2:B,,1
1160,2:B,2:B,,1
1161,1:A,1:A,,1
1162,1:A,1:A,,1
1163,1:A,1:A,,1
1164,2:B,2:B,,1
1165,2:B,2:B,,1
1166,2:B,2:B,,1
1167,2:B,2:B,,1
1168,1:A,1:A,,1
1169,2:B,2:B,,1
1170,2:B,2:B,,1
1171,1:A,1:A,,1
1172,1:A,1:A,,1
1173,1:A,1:A,,1
1174,2:B,2:B,,1
1175,2:B,2:B,,1
1176,2:B,2:B,,1
1177,2:B,2:B,,1
1178,1:A,1:A,,1
1179,2:B,2:B,,1
1180,1:A,1:A,,1
1181,2:B,2:B,,1
1182,2:B,2:B,,1
1183,2:B,2:B,,1
1184,1:A,1:A,,1
1185,2:B,2:B,,1
1186,2:B,2:B,,1
1187,2:B,2:B,,1
1188,1:A,1:A,,1
1189,1:A,1:A,,1
1190,2:B,2:B,,1
1191,2:B,2:B,,1
1192,2:B,2:B,,1
1193,2:B,2:B,,1
1194,1:A,1:A,,1
1195,1:A,1:A,,1
1196,2:B,2:B,,1
1197,1:A,1:A,,1
1198,2:B,2:B,,1
1199,2:B,2:B,,1
1200,1:A,1:A,,1
1201,1:A,1:A,,1
1202,2:B,2:B,,1
1203,1:A,1:A,,1
1204,2:B,2:B,,1
1205,2:B,2:B,,1
1206,2:B,2:B,,1
1207,1:A,1:A,,1
1208,1:A,1:A,,1
1209,2:B,2:B,,1
1210,2:B,2:B,,1
1211,1:A,1:A,,1
1212,1:A,1:A,,1
1213,1:A,1:A,,1
1214,1:A,1:A,,1
1215,2:B,2:B,,1
1216,1:A,1:A,,1
1217,2:B,2:B,,1
1218,1:A,1:A,,1
1219,2:B,2:B,,1
1220,2:B,2:B,,1
1221,1:A,1:A,,1
1222,1:A,1:A,,1
1223,2:B,2:B,,1
1224,2:B,2:B,,1
1225,2:B,2:B,,1
1226,2:B,2:B,,1
1227,1:A,1:A,,1
1228,1:A,1:A,,1
1229,1:A,1:A,,1
1230,1:A,1:A,,1
1231,1:A,1:A,,1
1232,1:A,1:A,,1
1233,1:A,1:A,,1
1234,2:B,2:B,,1
1235,2:B,2:B,,1
1236,1:A,1:A,,1
1237,1:A,1:A,,1
1238,2:B,2:B,,1
1239,1:A,1:A,,1
1240,2:B,2:B,,1
1241,1:A,2:B,+,1
1242,1:A,2:B,+,1
1243,2:B,2:B,,1
1244,1:A,1:A,,1
1245,1:A,1:A,,1
1246,2:B,2:B,,1
1247,1:A,1:A,,1
1248,1:A,1:A,,1
1249,2:B,2:B,,1
1250,1:A,1:A,,1
1251,2:B,1:A,+,1
1252,1:A,1:A,,1
1253,2:B,2:B,,1
1254,2:B,2:B,,1
1255,2:B,2:B,,1
1256,1:A,1:A,,1
1257,1:A,1:A,,1
1258,1:A,1:A,,1
1259,2:B,2:B,,1
1260,2:B,2:B,,1
1261,1:A,1:A,,1
1262,2:B,2:B,,1
1263,1:A,1:A,,1
1264,1:A,1:A,,1
1265,2:B,2:B,,1
1266,1:A,1:A,,1
1267,1:A,1:A,,1
1268,1:A,1:A,,1
1269,1:A,1:A,,1
1270,1:A,1:A,,1
1271,1:A,1:A,,1
1272,1:A,1:A,,1
1273,2:B,2:B,,1
1274,1:A,1:A,,1
1275,1:A,1:A,,1
1276,1:A,1:A,,1
1277,2:B,2:B,,1
1278,1:A,2:B,+,1
1279,1:A,1:A,,1
1280,2:B,2:B,,1
1281,2:B,2:B,,1
1282,1:A,1:A,,1
1283,1:A,1:A,,1
1284,1:A,1:A,,1
1285,1:A,1:A,,1
1286,2:B,2:B,,1
1287,1:A,1:A,,1
1288,1:A,1:A,,1
1289,1:A,1:A,,1
1290,2:B,2:B,,1
1291,1:A,1:A,,1
1292,2:B,2:B,,1
1293,2:B,2:B,,1
1294,1:A,1:A,,1
1295,2:B,2:B,,1
1296,2:B,2:B,,1
1297,1:A,1:A,,1
1298,1:A,1:A,,1
1299,2:B,2:B,,1
1300,1:A,1:A,,1
1301,2:B,2:B,,1
1302,2:B,2:B,,1
1303,2:B,2:B,,1
1304,1:A,1:A,,1
1305,2:B,2:B,,1
1306,1:A,1:A,,1
1307,2:B,2:B,,1
1308,1:A,1:A,,1
1309,1:A,1:A,,1
1310,1:A,1:A,,1
1311,2:B,2:B,,1
1312,2:B,2:B,,1
1313,1:A,1:A,,1
1314,2:B,2:B,,1
1315,2:B,2:B,,1
1316,1:A,1:A,,1
1317,2:B,2:B,,1
1318,2:B,2:B,,1
1319,1:A,1:A,,1
1320,1:A,1:A,,1
1321,1:A,1:A,,1
1322,1:A,1:A,,1
1323,2:B,2:B,,1
1324,2:B,2:B,,1
1325,1:A,1:A,,1
1326,2:B,2:B,,1
1327,1:A,1:A,,1
1328,2:B,2:B,,1
1329,2:B,2:B,,1
1330,1:A,1:A,,1
1331,2:B,2:B,,1
1332,1:A,1:A,,1
1333,1:A,1:A,,1
1334,2:B,2:B,,1
1335,1:A,1:A,,1
1336,1:A,2:B,+,1
1337,2:B,2:B,,1
1338,2:B,2:B,,1
1339,1:A,1:A,,1
1340,1:A,1:A,,1
1341,1:A,1:A,,1
1342,2:B,2:B,,1
1343,2:B,2:B,,1
1344,1:A,1:A,,1
1345,2:B,2:B,,1
1346,2:B,2:B,,1
1347,2:B,2:B,,1
1348,1:A,1:A,,1
1349,2:B,2:B,,1
1350,2:B,2:B,,1
1351,1:A,1:A,,1
1352,1:A,1:A,,1
1353,1:A,1:A,,1
1354,2:B,2:B,,1
1355,1:A,1:A,,1
1356,2:B,2:B,,1
1357,2:B,2:B,,1
1358,1:A,1:A,,1
1359,1:A,1:A,,1
1360,1:A,1:A,,1
1361,2:B,2:B,,1
1362,1:A,1:A,,1
1363,1:A,1:A,,1
1364,2:B,2:B,,1
1365,1:A,1:A,,1
1366,1:A,1:A,,1
1367,2:B,2:B,,1
1368,2:B,2:B,,1
1369,2:B,2:B,,1
1370,1:A,1:A,,1
1371,1:A,1:A,,1
1372,2:B,2:B,,1
1373,2:B,2:B,,1
1374,1:A,1:A,,1
1375,1:A,1:A,,1
1376,2:B,2:B,,1
1377,2:B,2:B,,1
1378,1:A,1:A,,1
1379,1:A,1:A,,1
1380,2:B,2:B,,1
1381,2:B,2:B,,1
1382,1:A,1:A,,1
1383,1:A,1:A,,1
1384,1:A,1:A,,1
1385,2:B,2:B,,1
1386,2:B,2:B,,1
1387,1:A,1:A,,1
1388,1:A,1:A,,1
1389,1:A,1:A,,1
1390,1:A,1:A,,1
1391,1:A,1:A,,1
1392,2:B,2:B,,1
1393,2:B,2:B,,1
1394,2:B,2:B,,1
1395,1:A,1:A,,1
1396,2:B,2:B,,1
1397,2:B,2:B,,1
1398,2:B,2:B,,1
1399,2:B,2:B,,1
1400,1:A,1:A,,1
1401,1:A,1:A,,1
1402,1:A,1:A,,1
1403,1:A,1:A,,1
1404,1:A,1:A,,1
1405,1:A,1:A,,1
1406,2:B,2:B,,1
1407,1:A,1:A,,1
1408,2:B,2:B,,1
1409,1:A,1:A,,1
1410,2:B,2:B,,1
1411,2:B,2:B,,1
1412,1:A,1:A,,1
1413,1:A,1:A,,1
1414,2:B,2:B,,1
1415,2:B,2:B,,1
1416,1:A,1:A,,1
1417,1:A,1:A,,1
1418,1:A,1:A,,1
1419,1:A,2:B,+,1
1420,2:B,2:B,,1
1421,2:B,2:B,,1
1422,2:B,2:B,,1
1423,2:B,2:B,,1
1424,2:B,2:B,,1
1425,2:B,2:B,,1
1426,1:A,1:A,,1
1427,2:B,2:B,,1
1428,1:A,1:A,,1
1429,1:A,1:A,,1
1430,2:B,2:B,,1
1431,1:A,1:A,,1
1432,2:B,2:B,,1
1433,1:A,1:A,,1
1434,1:A,1:A,,1
1435,1:A,1:A,,1
1436,2:B,2:B,,1
1437,1:A,1:A,,1
1438,2:B,2:B,,1
1439,2:B,2:B,,1
1440,1:A,1:A,,1
1441,1:A,1:A,,1
1442,1:A,1:A,,1
1443,1:A,1:A,,1
1444,1:A,1:A,,1
1445,2:B,2:B,,1
1446,1:A,1:A,,1
1447,2:B,2:B,,1
1448,1:A,1:A,,1
1449,1:A,1:A,,1
1450,1:A,1:A,,1
1451,2:B,2:B,,1
1452,2:B,2:B,,1
1453,1:A,1:A,,1
1454,1:A,1:A,,1
1455,1:A,2:B,+,1
1456,2:B,2:B,,1
1457,1:A,1:A,,1
1458,2:B,2:B,,1
1459,2:B,2:B,,1
1460,2:B,2:B,,1
1461,2:B,2:B,,1
1462,1:A,2:B,+,1
1463,1:A,1:A,,1
1464,1:A,1:A,,1
1465,2:B,2:B,,1
1466,1:A,1:A,,1
1467,2:B,2:B,,1
1468,2:B,2:B,,1
1469,2:B,2:B,,1
1470,1:A,1:A,,1
1471,2:B,2:B,,1
1472,1:A,1:A,,1
1473,1:A,1:A,,1
1474,2:B,2:B,,1
1475,1:A,1:A,,1
1476,1:A,1:A,,1
1477,1:A,1:A,,1
1478,2:B,2:B,,1
1479,1:A,1:A,,1
1480,1:A,1:A,,1
1481,1:A,1:A,,1
1482,2:B,2:B,,1
1483,2:B,2:B,,1
1484,1:A,1:A,,1
1485,1:A,1:A,,1
1486,2:B,2:B,,1
1487,1:A,1:A,,1
1488,1:A,1:A,,1
1489,2:B,2:B,,1
1490,1:A,1:A,,1
1491,2:B,2:B,,1
1492,2:B,2:B,,1
1493,1:A,1:A,,1
1494,2:B,2:B,,1
1495,2:B,2:B,,1
1496,2:B,2:B,,1
1497,2:B,2:B,,1
1498,2:B,2:B,,1
1499,1:A,1:A,,1
1500,1:A,1:A,,1
1501,2:B,2:B,,1
1502,1:A,1:A,,1
1503,1:A,1:A,,1
1504,1:A,1:A,,1
1505,1:A,1:A,,1
1506,1:A,1:A,,1
1507,1:A,1:A,,1
1508,2:B,2:B,,1
1509,1:A,1:A,,1
1510,2:B,2:B,,1
1511,2:B,2:B,,1
1512,1:A,1:A,,1
1513,1:A,1:A,,1
1514,1:A,1:A,,1
1515,2:B,2:B,,1
1516,1:A,1:A,,1
1517,1:A,1:A,,1
1518,2:B,2:B,,1
1519,2:B,2:B,,1
1520,1:A,1:A,,1
1521,2:B,2:B,,1
1522,1:A,1:A,,1
1523,1:A,1:A,,1
1524,2:B,2:B,,1
1525,1:A,2:B,+,1
1526,2:B,2:B,,1
1527,2:B,2:B,,1
1528,1:A,1:A,,1
1529,2:B,2:B,,1
1530,1:A,1:A,,1
1531,1:A,1:A,,1
1532,1:A,1:A,,1
1533,2:B,2:B,,1
1534,1:A,1:A,,1
1535,1:A,1:A,,1
1536,1:A,1:A,,1
1537,1:A,1:A,,1
1538,1:A,1:A,,1
1539,2:B,2:B,,1
1540,1:A,1:A,,1
1541,2:B,2:B,,1
1542,2:B,1:A,+,1
1543,2:B,2:B,,1
1544,2:B,2:B,,1
1545,1:A,1:A,,1
1546,2:B,2:B,,1
1547,1:A,1:A,,1
1548,2:B,2:B,,1
1549,2:B,2:B,,1
1550,1:A,1:A,,1
1551,1:A,1:A,,1
1552,2:B,2:B,,1
1553,2:B,2:B,,1
1554,1:A,1:A,,1
1555,1:A,1:A,,1
1556,2:B,2:B,,1
1557,1:A,2:B,+,1
1558,1:A,1:A,,1
1559,1:A,1:A,,1
1560,1:A,1:A,,1
1561,1:A,1:A,,1
1562,1:A,1:A,,1
1563,2:B,2:B,,1
1564,1:A,1:A,,1
1565,1:A,1:A,,1
1566,2:B,2:B,,1
1567,2:B,2:B,,1
1568,2:B,2:B,,1
1569,2:B,1:A,+,1
1570,1:A,1:A,,1
1571,2:B,2:B,,1
1572,2:B,2:B,,1
1573,1:A,1:A,,1
1574,1:A,1:A,,1
1575,2:B,2:B,,1
1576,2:B,2:B,,1
1577,1:A,1:A,,1
1578,2:B,2:B,,1
1579,2:B,2:B,,1
1580,2:B,2:B,,1
1581,1:A,1:A,,1
1582,1:A,1:A,,1
1583,2:B,2:B,,1
1584,2:B,2:B,,1
1585,2:B,2:B,,1
1586,2:B,2:B,,1
1587,1:A,1:A,,1
1588,2:B,2:B,,1
1589,2:B,2:B,,1
1590,1:A,1:A,,1
1591,1:A,1:A,,1
1592,2:B,2:B,,1
1593,1:A,1:A,,1
1594,1:A,1:A,,1
1595,1:A,1:A,,1
1596,1:A,1:A,,1
1597,2:B,2:B,,1
1598,1:A,1:A,,1
1599,1:A,1:A,,1
1600,1:A,1:A,,1
1601,1:A,1:A,,1
1602,2:B,2:B,,1
1603,1:A,1:A,,1
1604,1:A,1:A,,1
1605,1:A,1:A,,1
1606,2:B,2:B,,1
1607,2:B,2:B,,1
1608,1:A,1:A,,1
1609,2:B,2:B,,1
1610,1:A,2:B,+,1
1611,1:A,1:A,,1
1612,2:B,2:B,,1
1613,2:B,2:B,,1
1614,2:B,2:B,,1
1615,2:B,1:A,+,1
1616,1:A,1:A,,1
1617,1:A,2:B,+,1
1618,2:B,2:B,,1
1619,1:A,1:A,,1
1620,1:A,1:A,,1
1621,2:B,2:B,,1
1622,2:B,2:B,,1
1623,1:A,1:A,,1
1624,1:A,1:A,,1
1625,1:A,1:A,,1
1626,1:A,1:A,,1
1627,1:A,1:A,,1
1628,2:B,2:B,,1
1629,2:B,2:B,,1
1630,1:A,2:B,+,1
1631,1:A,1:A,,1
1632,1:A,1:A,,1
1633,2:B,2:B,,1
1634,1:A,2:B,+,1
1635,2:B,2:B,,1
1636,2:B,2:B,,1
1637,1:A,1:A,,1
1638,1:A,1:A,,1
1639,2:B,2:B,,1
1640,2:B,2:B,,1
1641,2:B,2:B,,1
1642,2:B,2:B,,1
1643,2:B,2:B,,1
1644,2:B,2:B,,1
1645,1:A,2:B,+,1
1646,1:A,1:A,,1
1647,1:A,1:A,,1
1648,1:A,1:A,,1
1649,2:B,2:B,,1
1650,1:A,1:A,,1
1651,2:B,2:B,,1
1652,1:A,1:A,,1
1653,1:A,1:A,,1
1654,1:A,1:A,,1
1655,1:A,1:A,,1
1656,2:B,2:B,,1
1657,1:A,2:B,+,1
1658,1:A,1:A,,1
1659,1:A,1:A,,1
1660,1:A,1:A,,1
1661,2:B,2:B,,1
1662,1:A,1:A,,1
1663,1:A,1:A,,1
1664,1:A,1:A,,1
1665,1:A,1:A,,1
1666,1:A,1:A,,1
1667,1:A,1:A,,1
1668,1:A,1:A,,1
1669,2:B,2:B,,1
1670,1:A,1:A,,1
1671,1:A,1:A,,1
1672,1:A,1:A,,1
1673,2:B,2:B,,1
1674,1:A,1:A,,1
1675,1:A,2:B,+,1
1676,2:B,2:B,,1
1677,1:A,1:A,,1
1678,1:A,1:A,,1
1679,2:B,2:B,,1
1680,2:B,2:B,,1
1681,1:A,1:A,,1
1682,2:B,2:B,,1
1683,2:B,2:B,,1
1684,1:A,1:A,,1
1685,1:A,1:A,,1
1686,2:B,2:B,,1
1687,2:B,2:B,,1
1688,2:B,2:B,,1
1689,2:B,2:B,,1
1690,1:A,1:A,,1
1691,2:B,2:B,,1
1692,1:A,1:A,,1
1693,1:A,1:A,,1
1694,2:B,2:B,,1
1695,1:A,1:A,,1
1696,1:A,1:A,,1
1697,2:B,2:B,,1
1698,1:A,1:A,,1
1699,1:A,1:A,,1
1700,1:A,1:A,,1
1701,2:B,2:B,,1
1702,1:A,1:A,,1
1703,2:B,2:B,,1
1704,2:B,2:B,,1
1705,2:B,2:B,,1
1706,1:A,1:A,,1
1707,1:A,1:A,,1
1708,2:B,2:B,,1
1709,2:B,2:B,,1
1710,1:A,1:A,,1
1711,2:B,2:B,,1
1712,1:A,1:A,,1
1713,1:A,1:A,,1
1714,1:A,1:A,,1
1715,1:A,1:A,,1
1716,1:A,1:A,,1
1717,2:B,2:B,,1
1718,1:A,1:A,,1
1719,2:B,2:B,,1
1720,2:B,2:B,,1
1721,1:A,1:A,,1
1722,2:B,2:B,,1
1723,2:B,2:B,,1
1724,2:B,2:B,,1
1725,2:B,2:B,,1
1726,2:B,2:B,,1
1727,1:A,1:A,,1
1728,1:A,1:A,,1
1729,1:A,1:A,,1
1730,1:A,1:A,,1
1731,2:B,2:B,,1
1732,2:B,2:B,,1
1733,2:B,2:B,,1
1734,2:B,2:B,,1
1735,1:A,1:A,,1
1736,1:A,1:A,,1
1737,1:A,1:A,,1
1738,1:A,1:A,,1
1739,2:B,2:B,,1
1740,1:A,1:A,,1
1741,2:B,2:B,,1
1742,1:A,2:B,+,1
1743,1:A,1:A,,1
1744,1:A,1:A,,1
1745,2:B,2:B,,1
1746,2:B,2:B,,1
1747,2:B,1:A,+,1
1748,1:A,1:A,,1
1749,1:A,1:A,,1
1750,2:B,2:B,,1
1751,1:A,2:B,+,1
1752,2:B,2:B,,1
1753,2:B,2:B,,1
1754,1:A,1:A,,1
1755,2:B,2:B,,1
1756,2:B,2:B,,1
1757,1:A,1:A,,1
1758,1:A,1:A,,1
1759,1:A,1:A,,1
1760,2:B,2:B,,1
1761,1:A,1:A,,1
1762,1:A,1:A,,1
1763,2:B,2:B,,1
1764,1:A,1:A,,1
1765,2:B,2:B,,1
1766,1:A,1:A,,1
1767,1:A,1:A,,1
1768,1:A,1:A,,1
1769,1:A,1:A,,1
1770,2:B,2:B,,1
1771,2:B,2:B,,1
1772,2:B,1:A,+,1
1773,2:B,2:B,,1
1774,2:B,2:B,,1
1775,2:B,2:B,,1
1776,2:B,2:B,,1
1777,1:A,1:A,,1
1778,1:A,1:A,,1
1779,1:A,1:A,,1
1780,2:B,2:B,,1
1781,2:B,2:B,,1
1782,2:B,2:B,,1
1783,1:A,1:A,,1
1784,1:A,1:A,,1
1785,1:A,1:A,,1
1786,2:B,2:B,,1
1787,1:A,1:A,,1
1788,1:A,1:A,,1
1789,1:A,1:A,,1
1790,2:B,2:B,,1
1791,2:B,2:B,,1
1792,1:A,1:A,,1
1793,1:A,1:A,,1
1794,2:B,2:B,,1
1795,2:B,2:B,,1
1796,1:A,1:A,,1
1797,1:A,1:A,,1
1798,2:B,2:B,,1
1799,2:B,2:B,,1
1800,2:B,2:B,,1
1801,1:A,1:A,,1
1802,1:A,1:A,,1
1803,2:B,2:B,,1
1804,2:B,2:B,,1
1805,1:A,1:A,,1
1806,2:B,2:B,,1
1807,1:A,1:A,,1
1808,2:B,2:B,,1
1809,2:B,2:B,,1
1810,1:A,1:A,,1
1811,2:B,2:B,,1
1812,1:A,1:A,,1
1813,2:B,2:B,,1
1814,1:A,1:A,,1
1815,1:A,1:A,,1
1816,1:A,1:A,,1
1817,2:B,2:B,,1
1818,2:B,2:B,,1
1819,1:A,1:A,,1
1820,2:B,2:B,,1
1821,2:B,2:B,,1
1822,1:A,1:A,,1
1823,1:A,1:A,,1
1824,1:A,1:A,,1
1825,1:A,1:A,,1
1826,2:B,2:B,,1
1827,1:A,1:A,,1
1828,1:A,1:A,,1
1829,2:B,2:B,,1
1830,2:B,1:A,+,1
1831,1:A,1:A,,1
1832,1:A,1:A,,1
1833,1:A,2:B,+,1
1834,1:A,1:A,,1
1835,1:A,1:A,,1
1836,1:A,1:A,,1
1837,1:A,1:A,,1
1838,1:A,1:A,,1
1839,1:A,1:A,,1
1840,1:A,1:A,,1
1841,1:A,1:A,,1
1842,1:A,1:A,,1
1843,2:B,2:B,,1
1844,1:A,1:A,,1
1845,2:B,2:B,,1
1846,2:B,2:B,,1
1847,2:B,2:B,,1
1848,2:B,2:B,,1
1849,2:B,2:B,,1
1850,1:A,1:A,,1
1851,1:A,1:A,,1
1852,1:A,1:A,,1
1853,1:A,1:A,,1
1854,1:A,1:A,,1
1855,2:B,2:B,,1
1856,2:B,2:B,,1
1857,1:A,1:A,,1
1858,1:A,1:A,,1
1859,2:B,2:B,,1
1860,1:A,1:A,,1
1861,2:B,2:B,,1
1862,1:A,1:A,,1
1863,1:A,1:A,,1
1864,2:B,2:B,,1
1865,1:A,1:A,,1
1866,1:A,1:A,,1
1867,2:B,2:B,,1
1868,2:B,2:B,,1
1869,2:B,2:B,,1
1870,2:B,2:B,,1
1871,2:B,2:B,,1
1872,1:A,1:A,,1
1873,1:A,1:A,,1
1874,1:A,1:A,,1
1875,2:B,2:B,,1
1876,1:A,1:A,,1
1877,1:A,1:A,,1
1878,1:A,1:A,,1
1879,1:A,1:A,,1
1880,2:B,2:B,,1
1881,1:A,1:A,,1
1882,1:A,1:A,,1
1883,2:B,2:B,,1
1884,2:B,2:B,,1
1885,1:A,1:A,,1
1886,2:B,2:B,,1
1887,1:A,1:A,,1
1888,2:B,2:B,,1
1889,2:B,2:B,,1
1890,2:B,2:B,,1
1891,1:A,1:A,,1
1892,2:B,2:B,,1
1893,1:A,1:A,,1
1894,2:B,2:B,,1
1895,1:A,1:A,,1
1896,1:A,1:A,,1
1897,2:B,2:B,,1
1898,2:B,2:B,,1
1899,2:B,2:B,,1
1900,2:B,2:B,,1
1901,1:A,1:A,,1
1902,2:B,2:B,,1
1903,2:B,2:B,,1
1904,1:A,1:A,,1
1905,1:A,1:A,,1
1906,2:B,2:B,,1
1907,1:A,1:A,,1
1908,2:B,2:B,,1
1909,1:A,1:A,,1
1910,1:A,1:A,,1
1911,1:A,1:A,,1
1912,2:B,2:B,,1
1913,2:B,2:B,,1
1914,1:A,1:A,,1
1915,1:A,1:A,,1
1916,2:B,2:B,,1
1917,2:B,2:B,,1
1918,1:A,1:A,,1
1919,1:A,1:A,,1
1920,1:A,1:A,,1
1921,2:B,2:B,,1
1922,2:B,2:B,,1
1923,2:B,2:B,,1
1924,2:B,2:B,,1
1925,1:A,1:A,,1
1926,2:B,2:B,,1
1927,1:A,1:A,,1
1928,1:A,1:A,,1
1929,2:B,2:B,,1
1930,2:B,2:B,,1
1931,1:A,1:A,,1
1932,2:B,2:B,,1
1933,2:B,2:B,,1
1934,2:B,2:B,,1
1935,1:A,1:A,,1
1936,1:A,1:A,,1
1937,1:A,1:A,,1
1938,1:A,1:A,,1
1939,2:B,2:B,,1
1940,2:B,2:B,,1
1941,2:B,2:B,,1
1942,2:B,2:B,,1
1943,1:A,1:A,,1
1944,2:B,2:B,,1
1945,1:A,1:A,,1
1946,2:B,2:B,,1
1947,1:A,1:A,,1
1948,1:A,1:A,,1
1949,2:B,1:A,+,1
1950,2:B,2:B,,1
1951,2:B,2:B,,1
1952,1:A,1:A,,1
1953,2:B,2:B,,1
1954,2:B,2:B,,1
1955,2:B,2:B,,1
1956,1:A,1:A,,1
1957,2:B,2:B,,1
1958,1:A,1:A,,1
1959,1:A,1:A,,1
1960,1:A,1:A,,1
1961,1:A,1:A,,1
1962,2:B,2:B,,1
1963,2:B,2:B,,1
1964,1:A,1:A,,1
1965,1:A,1:A,,1
1966,2:B,2:B,,1
1967,2:B,2:B,,1
1968,1:A,1:A,,1
1969,2:B,2:B,,1
1970,2:B,2:B,,1
1971,2:B,1:A,+,1
1972,1:A,1:A,,1
1973,2:B,2:B,,1
1974,1:A,1:A,,1
1975,2:B,2:B,,1
1976,1:A,1:A,,1
1977,1:A,1:A,,1
